504,4478,P. K. Leasing & Finance Limited,INE061D01018,,,,,PKLEASING,3.11,3 .11,Small Cap,,,,
505,4481,Tarangini Investments Limited,INE356R01020,,,,,TARANGINI,3.11,3 .11,Small Cap,,,,
506,4483,River Front Hotels Limited,INE970W01010,,,,,RFHL,3.1,3 .10,Small Cap,,,,
507,4484,Encore Business System Limited,INE572B01018,,,,,EBSL,3.1,3 .10,Small Cap,,,,
508,4485,Jain Farms And Resorts Limited,INE378Y01012,,,,,JFRL,3.07,3 .07,Small Cap,,,,
509,4503,Ellora Traders Limited,INE237E01012,,,,,ELLORA,2.99,2 .99,Small Cap,,,,
510,4516,Supraneet Finance & Consultants Limited,INE828D01010,,,,,SUPRANEET,2.88,2 .88,Small Cap,,,,
511,4532,JRD Finance Limited,INE517E01017,,,,,JFL,2.72,2 .72,Small Cap,,,,
512,4543,Distinctive Properties & Leasing Ltd,INE715U01013,,,,,DISTINPROP,2.68,2 .68,Small Cap,,,,
513,4606,Brisk Services Limited,INE750U01010,,,,,BRISK,2.31,2 .31,Small Cap,,,,
514,4632,Spangle Marketing Limited,INE315M01019,,,,,SPANGLE,2.2,2 .20,Small Cap,,,,
515,4641,Nidhi Services Limited,INE163S01010,,,,,NIDHISER,2.18,2 .18,Small Cap,,,,
516,4677,Saanvi Advisors Limited,INE757Q01013,,,,,SAANVI,2.01,2 .01,Small Cap,,,,
517,4678,Capital Finvest Limited,INE379R01014,,,,,CAPFIN,2.0,2 .00,Small Cap,,,,
518,4679,Amar Vanijya Limited,INE499F01015,,,,,AMARVAN,1.99,1 .99,Small Cap,,,,
519,4681,Pillar Investment Company Limited,INE752U01016,,,,,PILLAR,1.99,1 .99,Small Cap,,,,
520,4696,P R Holdings Limited,INE160T01014,,,,,PRHOLDING,1.89,1 .89,Small Cap,,,,
521,4747,Ritz Mercantile Limited,INE092S01011,,,,,RITZ,1.6,1 .60,Small Cap,,,,
522,4749,Sharp Commercial Enterprises Limited,INE023F01013,,,,,SCEL,1.59,1 .59,Small Cap,,,,
523,4771,Jeco Exports And Finance Limited,INE719C01013,,,,,JECOEXP,1.48,1 .48,Small Cap,,,,
524,4784,Uddhav Properties Limited,INE162S01012,,,,,UDDHAV,1.41,1 .41,Small Cap,,,,
525,4806,Abhinandan Enterprises Limited,INE841E01011,,,,,AEL,1.27,1 .27,Small Cap,,,,
526,4815,Parag Fans & Cooling Systems Limited,INE698V01019,,,,,PFCSL,1.25,1 .25,Small Cap,,,,
527,4816,Mangalam Engineering Projects Limited,INE630M01011,,,,,MEPL,1.24,1 .24,Small Cap,,,,
528,4833,Denim Developers Limited,INE956N01018,,,,,DENIMDL,1.17,1 .17,Small Cap,,,,
529,4837,Devrup Trading Limited,INE790R01012,,,,,DEVRUPTRAD,1.13,1 .13,Small Cap,,,,
530,4847,Nawratan Arts Limited,INE999D01019,,,,,NAWRATAN,1.1,1 .10,Small Cap,,,,
531,4856,Shri Gurudev En-Trade Limited,INE844E01015,,,,,SGETL,1.08,1 .08,Small Cap,,,,
532,4869,Bhairav Enterprises Limited,INE842E01019,,,,,BHAIRAV,1.0,1 .00,Small Cap,,,,
533,4870,Fortune Industrial Resources Limited,INE510L01017,,,,,FIRL,1.0,1 .00,Small Cap,,,,
534,4871,Rishabh Enterprises Limited,INE843E01017,,,,,RISHABHENT,1.0,1 .00,Small Cap,,,,
535,4872,Shreyans Financial And Capital Services Limited,INE463R01016,,,,,SHREYANS,1.0,1 .00,Small Cap,,,,
536,4873,Skyweb Infotech Limited,INE830R01016,,,,,SKYWEB,1.0,1 .00,Small Cap,,,,
537,4874,Premium Merchants Limited,INE536R01019,,,,,PML,1.0,1 .00,Small Cap,,,,
538,4875,Dhaval Exports Limited,INE307I01014,,,,,DHAVAL,1.0,1 .00,Small Cap,,,,
539,4876,Trident India Limited,INE349T01013,,,,,TRIDENTIND,1.0,1 .00,Small Cap,,,,
540,4880,SNS Properties And Leasing Limited,INE777R01019,,,,,SNSPL,0.98,0 .98,Small Cap,,,,
541,4883,D. D. Ventures Limited,INE458T01012,,,,,DDVENTURES,0.95,0 .95,Small Cap,,,,
542,4890,Associated Finman Limited,INE947R01018,,,,,ASSOFIN,0.91,0 .91,Small Cap,,,,
543,4892,Winmore Leasing And Holdings Limited,INE465E01019,,,,,WINMORE,0.9,0 .90,Small Cap,,,,
544,4903,N. K. Textile Industries Limited,INE800E01017,,,,,NKTEXTILE,0.84,0 .84,Small Cap,,,,
545,4904,Newage Marketing Limited,INE948R01016,,,,,NEWAGE,0.84,0 .84,Small Cap,,,,
546,4910,Molind Engineering Limited,INE310W01019,,,,,MOLIND,0.81,0 .81,Small Cap,,,,
547,4915,Atlantic Commercial Company Limited,INE790U01016,,,,,ATLANTIC,0.74,0 .74,Small Cap,,,,
548,4935,Castle Traders Limited,INE262V01014,,,,,CASTLE,0.62,0 .62,Small Cap,,,,
549,4948,Priya International Limited,INE557E01013,,,,,PRIYAINT,0.55,0 .55,Small Cap,,,,
550,4950,Supreme Commercial Enterprises Limited,INE530F01017,,,,,SUPREMECOM,0.54,0 .54,Small Cap,,,,
551,4953,Morn Media Limited,INE343T01016,,,,,MORNMEDIA,0.5,0 .50,Small Cap,,,,
552,4954,Sunrise Distilleries Limited,INE036S01018,,,,,SUNDIST,0.5,0 .50,Small Cap,,,,
553,4956,John Oakey & Mohan Limited,INE353T01015,,,,,JOML,0.48,0 .48,Small Cap,,,,
554,4961,The Patna Electric Supply Co. Limited,INE901E01021,,,,,PATNAELECT,0.47,0 .47,Small Cap,,,,
555,4976,Kabirdas Investments Limited,INE268D01019,,,,,KABIRDAS,0.4,0 .40,Small Cap,,,,
556,4978,Patback Business Limited,INE401L01019,,,,,PATBACK,0.38,0 .38,Small Cap,,,,
557,4981,Nidhan Commercial Company Ltd,INE001V01016,,,,,NCCL,0.36,0 .36,Small Cap,,,,
558,4992,Rakan Steels Limited,INE773R01026,,,,,RAKAN,0.32,0 .32,Small Cap,,,,
559,5007,Supra Industrial Resources Limited,INE174E01017,,,,,SUPRAIND,0.25,0 .25,Small Cap,,,,
560,5008,Morning Glory Leasing And Finance Limited,INE183F01015,,,,,MGLFL,0.25,0 .25,Small Cap,,,,
561,5009,Alirox Abrasives Limited,INE143F01019,,,,,ALIROX,0.24,0 .24,Small Cap,,,,
562,5019,Champion Commercial Co. Ltd.,INE477E01014,,,,,CHAMPION,0.2,0 .20,Small Cap,,,,
563,5020,Mayurbhanj Trades And Agencies Limited,INE171V01017,,,,,MAYURBHANJ,0.2,0 .20,Small Cap,,,,
564,5023,Shinewell Leasing Limited,INE808U01016,,,,,SHINEWELL,0.19,0 .19,Small Cap,,,,
565,5028,Frick India Limited,INE499C01012,,,,,FRICKINDIA,0.15,0 .15,Small Cap,,,,
566,5031,Sree Maruthi Marine Industries Limited,INE150W01019,,,,,SMMIL,0.14,0 .14,Small Cap,,,,
567,5033,Regency World Consulting Limited,INE419C01010,,,,,RWCL,0.13,0 .13,Small Cap,,,,
568,5053,Aggarsain Spinners Limited,INE431Z01016,,,,,AGGARSAIN,0.0,0.00,Small Cap,,,,
569,5054,Ankur Marketing Limited,INE944E01013,,,,,ANKUR,0.0,0.00,Small Cap,,,,
570,5055,Arihant Classic Finance Limited,INE763C01011,,,,,ARIHANTCFL,0.0,0.00,Small Cap,,,,
571,5056,Ayushman Infratech Limited,INE552V01018,,,,,AYUSHMAN,0.0,0.00,Small Cap,,,,
572,5057,Balaji Agro Oils Limited,INE049E01011,,,,,BALAJIAGRO,0.0,0.00,Small Cap,,,,
573,5058,Bharat Ekansh Limited,INE188S01017,,,,,BHARAT,0.0,0.00,Small Cap,,,,
574,5059,Dalmia Bharat Refractories Limited,INE0EB001012,,,,,DALMIARF,0.0,0.00,Small Cap,,,,
575,5060,Ganodaya Finlease Limited,INE917C01013,,,,,GANODAYA,0.0,0.00,Small Cap,,,,
576,5061,Goalpost Industries Limited,INE204V01016,,,,,GOALPOST,0.0,0.00,Small Cap,,,,
577,5062,I Secure Credit & Capital Services Limited,INE077D01014,,,,,ISCCL,0.0,0.00,Small Cap,,,,
578,5063,KCL Limited,INE061C01010,,,,,KCLL,0.0,0.00,Small Cap,,,,
579,5064,Rathi Industries Limited,INE173X01019,,,,,RATHIIND,0.0,0.00,Small Cap,,,,
580,5065,Rich 'N' Rich Finance And Holdings Limited,INE01KG01013,,,,,RICHNRICH,0.0,0.00,Small Cap,,,,
581,5066,Sri Sarvaraya Sugars Limited,INE658W01011,,,,,SARVARAYA,0.0,0.00,Small Cap,,,,
582,5067,Starlite Global Enterprises (India) Limited,INE870X01010,,,,,SGEL,0.0,0.00,Small Cap,,,,
583,5068,Shakumbhri Pulp & Paper Mills Limited,INE509T01012,,,,,SHAKUMBHRI,0.0,0.00,Small Cap,,,,
584,5069,SPML India Limited,INE103F01013,,,,,SPMLINDIA,0.0,0.00,Small Cap,,,,
585,5070,SSF Limited,INE418F01015,,,,,SSF,0.0,0.00,Small Cap,,,,
586,5071,Swati Projects Limited,INE210F01016,,,,,SWATI,0.0,0.00,Small Cap,,,,
587,5072,Technical Associates Infrapower Limited,INE095S01014,,,,,TECHAINPOW,0.0,0.00,Small Cap,,,,
588,296,TTK Prestige Ltd.,INE690A01028,TTKPRESTIG,"1 2,565.30",TTKPRESTIG,"1 2,567.32",,,"12,566.31",Small Cap,TTKPRESTIG,472.0,TTK Prestige Limited,930515.91626
589,298,ALEMBIC PHARMACEUTICALS LIMITED,INE901L01018,APLLTD,"1 2,404.60",APLLTD,"1 2,405.73",,,"12,405.16",Small Cap,APLLTD,287.0,Alembic Pharmaceuticals Limited,1935753.645152
590,299,BASF India Ltd,INE373A01013,BASF,"1 2,401.97",BASF,"1 2,401.43",,,"12,401.70",Small Cap,BASF,358.0,BASF India Limited,1444463.44962
591,300,Global Health Limited,INE474Q01031,MEDANTA,"1 2,102.98",MEDANTA,"1 2,102.41",,,"12,102.70",Small Cap,MEDANTA,198.0,Global Health Limited,3546856.817293
592,301,G R Infraprojects Limited,INE201P01022,GRINFRA,"1 2,045.25",GRINFRA,"1 2,047.73",,,"12,046.49",Small Cap,GRINFRA,391.0,G R Infraprojects Limited,1264885.62882
593,302,ANGEL ONE LIMITED,INE732I01013,ANGELONE,"1 1,990.96",ANGELONE,"1 1,974.02",,,"11,982.49",Small Cap,ANGELONE,250.0,Angel One Limited,2558049.3246
594,303,KIOCL Limited,INE880L01014,KIOCL,"1 1,931.13",KIOCL,"1 1,929.57",KIOCL,11917.73,"11,926.14",Small Cap,KIOCL,257.0,KIOCL Limited,2363544.012344
595,304,Redington Limited,INE891D01026,REDINGTON,"1 1,820.52",REDINGTON,"1 1,819.17",,,"11,819.84",Small Cap,REDINGTON,328.0,Redington Limited,1629608.8014195
596,305,Castrol India Ltd,INE172A01027,CASTROLIND,"1 1,771.38",CASTROLIND,"1 1,786.90",,,"11,779.14",Small Cap,CASTROLIND,298.0,Castrol India Limited,1839273.073048
597,306,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,INE149A01033,CHOLAHLDNG,"1 1,768.49",CHOLAHLDNG,"1 1,772.50",,,"11,770.50",Small Cap,CHOLAHLDNG,277.0,Cholamandalam Financial Holdings Limited,2087146.49013
598,307,Computer Age Management Services Limited,INE596I01012,CAMS,"1 1,628.50",CAMS,"1 1,621.84",,,"11,625.17",Small Cap,CAMS,360.0,Computer Age Management Services Limited,1432841.3491235
599,308,SUVEN PHARMACEUTICALS LIMITED,INE03QK01018,SUVENPHAR,"1 1,569.75",SUVENPHAR,"1 1,573.40",,,"11,571.57",Small Cap,SUVENPHAR,314.0,Suven Pharmaceuticals Limited,1723659.3170760002
600,309,Aster DM Healthcare Limited,INE914M01019,ASTERDM,"1 1,567.92",ASTERDM,"1 1,570.26",,,"11,569.09",Small Cap,ASTERDM,281.0,Aster DM Healthcare Limited,2044506.95458
601,310,Shree Renuka Sugars Ltd.,INE087H01022,RENUKA,"1 1,485.08",RENUKA,"1 1,486.35",,,"11,485.72",Small Cap,RENUKA,490.0,Shree Renuka Sugars Limited,845010.4398810001
602,311,Brigade Enterprises Limited,INE791I01019,BRIGADE,"1 1,426.15",BRIGADE,"1 1,426.53",,,"11,426.34",Small Cap,BRIGADE,267.0,Brigade Enterprises Limited,2161465.5892729997
603,313,Glenmark Pharmaceuticals ltd,INE935A01035,GLENMARK,"1 1,261.30",GLENMARK,"1 1,259.81",,,"11,260.55",Small Cap,GLENMARK,241.0,Glenmark Pharmaceuticals Limited,2704632.381182
604,314,Mangalore Refinery & Petrochemicals,INE103A01014,MRPL,"1 1,259.19",MRPL,"1 1,258.98",,,"11,259.08",Small Cap,MRPL,185.0,Mangalore Refinery and Petrochemicals Limited,3830304.6271335
605,315,Natco Pharma Ltd.,INE987B01026,NATCOPHARM,"1 1,223.18",NATCOPHARM,"1 1,218.63",,,"11,220.90",Small Cap,NATCOPHARM,313.0,Natco Pharma Limited,1729861.388013
606,316,IDFC LIMITED,INE043D01016,IDFC,"1 1,184.04",IDFC,"1 1,179.61",,,"11,181.82",Small Cap,IDFC,307.0,IDFC Limited,1771182.770652
607,317,Aether Industries Limited,INE0BWX01014,AETHER,"1 1,165.30",AETHER,"1 1,165.60",,,"11,165.45",Small Cap,AETHER,441.0,Aether Industries Limited,1035217.63213
608,318,KEC International Ltd.,INE389H01022,KEC,"1 1,125.78",KEC,"1 1,124.47",,,"11,125.13",Small Cap,KEC,305.0,KEC International Limited,1784836.008725
609,319,Mazagon Dock Shipbuilders Limited,INE249Z01012,MAZDOCK,"1 1,104.16",MAZDOCK,"1 1,106.93",,,"11,105.55",Small Cap,MAZDOCK,187.0,Mazagon Dock Shipbuilders Limited,3759703.29
610,320,Krishna Institute of Medical Sciences Limited,INE967H01017,KIMS,"1 0,925.85",KIMS,"1 0,927.02",,,"10,926.43",Small Cap,KIMS,325.0,Krishna Institute of Medical Sciences Limited,1647972.2037975
611,321,Motilal Oswal Financial Services Limited,INE338I01027,MOTILALOFS,"1 0,827.23",MOTILALOFS,"1 0,825.84",,,"10,826.54",Small Cap,MOTILALOFS,251.0,Motilal Oswal Financial Services Limited,2482042.69593
612,322,Blue Star Ltd,INE472A01039,BLUESTARCO,"1 0,786.06",BLUESTARCO,"1 0,788.76",,,"10,787.41",Small Cap,BLUESTARCO,245.0,Blue Star Limited,2618915.554756
613,324,TANLA PLATFORMS LIMITED,INE483C01032,TANLA,"1 0,673.37",TANLA,"1 0,666.12",,,"10,669.75",Small Cap,TANLA,420.0,Tanla Platforms Limited,1102167.47242
614,325,EIH Ltd,INE230A01023,EIHOTEL,"1 0,645.27",EIHOTEL,"1 0,647.43",,,"10,646.35",Small Cap,EIHOTEL,237.0,EIH Limited,2811011.99809
615,326,WESTLIFE FOODWORLD LIMITED,INE274F01020,WESTLIFE,"1 0,595.73",,,,,"10,595.73",Small Cap,WESTLIFE,393.0,WESTLIFE FOODWORLD LIMITED,1254428.4793425
616,327,V-Guard Industries Ltd.,INE951I01027,VGUARD,"1 0,576.15",VGUARD,"1 0,579.31",,,"10,577.73",Small Cap,VGUARD,359.0,V-Guard Industries Limited,1438542.1049865
617,328,Hindustan Copper Ltd.,INE531E01026,HINDCOPPER,"1 0,517.28",HINDCOPPER,"1 0,518.63",,,"10,517.95",Small Cap,HINDCOPPER,242.0,Hindustan Copper Limited,2688810.28761
618,329,Galaxy Surfactants Limited,INE600K01018,GALAXYSURF,"1 0,496.85",GALAXYSURF,"1 0,496.94",,,"10,496.90",Small Cap,GALAXYSURF,506.0,Galaxy Surfactants Limited,805266.0548
619,330,NLC India Limited,INE589A01014,NLCINDIA,"1 0,482.42",NLCINDIA,"1 0,484.03",,,"10,483.22",Small Cap,NLCINDIA,216.0,NLC India Limited,3162918.1051290003
620,331,ITI Limited (Indian Teleph.Ind.Ltd),INE248A01017,ITI,"1 0,439.28",ITI,"1 0,411.94",,,"10,425.61",Small Cap,ITI,252.0,ITI Limited,2428161.292326
621,332,RHI MAGNESITA INDIA LIMITED,INE743M01012,RHIM,"1 0,405.40",RHIM,"1 0,406.92",,,"10,406.16",Small Cap,RHIM,411.0,RHI MAGNESITA INDIA LIMITED,1141230.1307889998
622,333,Zydus Wellness Limited,INE768C01010,ZYDUSWELL,"1 0,353.42",ZYDUSWELL,"1 0,354.28",,,"10,353.85",Small Cap,ZYDUSWELL,469.0,Zydus Wellness Limited,938955.9168639999
623,334,Gujarat Narmada Valley Fert.Co.Ltd,INE113A01013,GNFC,"1 0,328.97",GNFC,"1 0,330.20",,,"10,329.59",Small Cap,GNFC,474.0,Gujarat Narmada Valley Fertilizers and Chemicals Limited,918526.2094330001
624,335,Balaji Amines Ltd.,INE050E01027,BALAMINES,"1 0,294.09",BALAMINES,"1 0,295.02",,,"10,294.55",Small Cap,BALAMINES,563.0,Balaji Amines Limited,662681.4525
625,336,"E.I.D. Parry (India) Ltd.,",INE126A01031,EIDPARRY,"1 0,290.94",EIDPARRY,"1 0,289.94",,,"10,290.44",Small Cap,EIDPARRY,462.0,EID Parry India Limited,968713.4940869999
626,337,HFCL LIMITED,INE548A01028,HFCL,"1 0,270.09",HFCL,"1 0,272.62",,,"10,271.36",Small Cap,HFCL,380.0,HFCL Limited,1320793.441416
627,338,Deepak Fertilizers &Petrochemicals,INE501A01019,DEEPAKFERT,"1 0,215.72",DEEPAKFERT,"1 0,196.78",,,"10,206.25",Small Cap,DEEPAKFERT,575.0,Deepak Fertilizers and Petrochemicals Corporation Limited,636364.875825
628,339,"Tata Investment Corporation Ltd.,",INE672A01018,TATAINVEST,"1 0,158.30",TATAINVEST,"1 0,159.66",,,"10,158.98",Small Cap,TATAINVEST,217.0,Tata Investment Corporation Limited,3159144.984592
629,341,"CESC Limited,",INE486A01021,CESC,"9 ,673.99",CESC,"1 0,264.58",,,"9,969.29",Small Cap,CESC,331.0,CESC Limited,1612556.428095
630,342,SUZLON ENERGY LTD.,INE040H01021,SUZLON,"9 ,932.39",SUZLON,"9 ,803.73",,,"9,868.06",Small Cap,SUZLON,143.0,Suzlon Energy Limited,5495023.127984
631,345,Godrej Agrovet Limited,INE850D01014,GODREJAGRO,"9 ,621.83",GODREJAGRO,"9 ,620.83",,,"9,621.33",Small Cap,GODREJAGRO,471.0,Godrej Agrovet Limited,936066.89794
632,346,Akzo Nobel India Limited,INE133A01011,AKZOINDIA,"9 ,584.07",AKZOINDIA,"9 ,583.35",,,"9,583.71",Small Cap,AKZOINDIA,425.0,Akzo Nobel India Limited,1085999.867958
633,347,Bikaji Foods International Limited,INE00E101023,BIKAJI,"9 ,530.71",BIKAJI,"9 ,535.62",,,"9,533.17",Small Cap,BIKAJI,399.0,Bikaji Foods International Limited,1227999.40181
634,348,UTI Asset Management Company Limited,INE094J01016,UTIAMC,"9 ,502.28",UTIAMC,"9 ,502.73",,,"9,502.50",Small Cap,UTIAMC,442.0,UTI Asset Management Company Limited,1034577.5403
635,349,Vardhman Textiles Limted,INE825A01020,VTL,"9 ,499.68",VTL,"9 ,496.27",,,"9,497.98",Small Cap,VTL,390.0,Vardhman Textiles Limited,1279020.1404
636,350,"V.I.P. Industries Ltd.,",INE054A01027,VIPIND,"9 ,430.46",VIPIND,"9 ,430.11",,,"9,430.28",Small Cap,VIPIND,526.0,VIP Industries Limited,745907.75342
637,351,Kalyan Jewellers India Limited,INE303R01014,KALYANKJIL,"9 ,429.44",KALYANKJIL,"9 ,431.08",,,"9,430.26",Small Cap,KALYANKJIL,172.0,Kalyan Jewellers India Limited,4406566.977845999
638,352,Eris Lifesciences Limited,INE406M01024,ERIS,"9 ,353.93",ERIS,"9 ,359.11",,,"9,356.52",Small Cap,ERIS,410.0,Eris Lifesciences Limited,1147194.49938
639,354,Allcargo Logistics Ltd,INE418H01029,ALLCARGO,"9 ,254.88",ALLCARGO,"9 ,256.93",,,"9,255.91",Small Cap,ALLCARGO,543.0,Allcargo Logistics Limited,703671.9807360001
640,356,Rail Vikas Nigam Limited,INE415G01027,RVNL,"9 ,167.17",RVNL,"9 ,168.67",,,"9,167.92",Small Cap,RVNL,150.0,Rail Vikas Nigam Limited,5273015.8329
641,357,"Century Textiles & Industries Ltd.,",INE055A01016,CENTURYTEX,"9 ,138.64",CENTURYTEX,"9 ,139.55",,,"9,139.10",Small Cap,CENTURYTEX,301.0,Century Textiles & Industries Limited,1820527.88832
642,359,Tejas Networks Limited,INE010J01012,TEJASNET,"8 ,981.90",TEJASNET,"8 ,963.87",,,"8,972.89",Small Cap,TEJASNET,416.0,Tejas Networks Limited,1120377.869412
643,360,Easy Trip Planners Limited,INE07O001026,EASEMYTRIP,"8 ,946.19",EASEMYTRIP,"8 ,945.24",,,"8,945.71",Small Cap,EASEMYTRIP,525.0,Easy Trip Planners Limited,758433.384504
644,362,Fertilizers and Chemicals Travancore Limited,INE188A01015,FACT,"8 ,905.63",FACT,"8 ,909.79",,,"8,907.71",Small Cap,FACT,179.0,Fertilizers and Chemicals Travancore Limited,4063288.4607329997
645,363,Cyient Limited,INE136B01020,CYIENT,"8 ,862.24",CYIENT,"8 ,859.12",,,"8,860.68",Small Cap,CYIENT,265.0,Cyient Limited,2212609.8242235
646,364,Manappuram Finance Limited,INE522D01027,MANAPPURAM,"8 ,850.31",MANAPPURAM,"8 ,851.36",,,"8,850.83",Small Cap,MANAPPURAM,353.0,Manappuram Finance Limited,1465601.7332635
647,365,Route Mobile Limited,INE450U01017,ROUTE,"8 ,538.01",ROUTE,"8 ,502.85",,,"8,520.43",Small Cap,ROUTE,449.0,ROUTE MOBILE LIMITED,1006029.25397
648,366,BIRLASOFT LIMITED,INE836A01035,BSOFT,"8 ,494.54",BSOFT,"8 ,510.45",,,"8,502.50",Small Cap,BSOFT,280.0,BIRLASOFT LIMITED,2047455.66382
649,367,Sapphire Foods India Limited,INE806T01012,SAPPHIRE,"8 ,476.57",SAPPHIRE,"8 ,480.40",,,"8,478.49",Small Cap,SAPPHIRE,452.0,Sapphire Foods India Limited,999490.4348319999
650,368,Laxmi Organic Industries Limited,INE576O01020,LXCHEM,"8 ,397.33",LXCHEM,"8 ,397.42",,,"8,397.38",Small Cap,LXCHEM,573.0,Laxmi Organic Industries Limited,648636.40632
651,370,Mahanagar Gas Limited,INE002S01010,MGL,"8 ,335.56",MGL,"8 ,335.95",,,"8,335.75",Small Cap,MGL,372.0,Mahanagar Gas Limited,1347378.280809
652,371,Poly Medicure Ltd,INE205C01021,POLYMED,"8 ,328.97",POLYMED,"8 ,329.42",,,"8,329.20",Small Cap,POLYMED,346.0,Poly Medicure Limited,1525166.634564
653,372,Jubilant Ingrevia Limited,INE0BY001018,JUBLINGREA,"8 ,254.84",JUBLINGREA,"8 ,255.92",,,"8,255.38",Small Cap,JUBLINGREA,534.0,Jubilant Ingrevia Limited,721065.7162530001
654,373,Housing &Urban Development Corporation Ltd.,INE031A01017,HUDCO,"8 ,241.26",HUDCO,"8 ,240.62",,,"8,240.94",Small Cap,HUDCO,188.0,Housing & Urban Development Corporation Limited,3748557.75
655,375,Medplus Health Services Limited,INE804L01022,MEDPLUS,"8 ,102.02",MEDPLUS,"8 ,103.64",,,"8,102.83",Small Cap,MEDPLUS,501.0,Medplus Health Services Limited,822234.924332
656,376,Granules India Ltd.,INE101D01020,GRANULES,"8 ,068.67",GRANULES,"8 ,127.44",,,"8,098.06",Small Cap,GRANULES,439.0,Granules India Limited,1042549.031874
657,377,KRBL Ltd.,INE001B01026,KRBL,"8 ,075.98",KRBL,"8 ,074.70",,,"8,075.34",Small Cap,KRBL,577.0,KRBL Limited,634826.115462
658,378,Quess Corp Limited,INE615P01015,QUESS,"8 ,057.85",QUESS,"8 ,055.66",,,"8,056.75",Small Cap,QUESS,521.0,Quess Corp Limited,772842.834336
659,379,"Great Eastern Shipping Co. Ltd.,",INE017A01032,GESHIP,"8 ,143.05",GESHIP,"7 ,941.46",,,"8,042.26",Small Cap,GESHIP,361.0,The Great Eastern Shipping Company Limited,1429456.1995125
660,380,AstraZeneca Pharma India Ltd.,INE203A01020,ASTRAZEN,"7 ,945.94",ASTRAZEN,"7 ,949.01",,,"7,947.48",Small Cap,ASTRAZEN,377.0,AstraZeneca Pharma India Limited,1332112.5
661,381,Tamilnad Mercantile Bank Limited,INE668A01016,TMB,"7 ,868.27",TMB,"7 ,868.74",,,"7,868.51",Small Cap,TMB,523.0,Tamilnad Mercantile Bank Limited,768954.6606239999
662,382,BRIGHTCOM GROUP LIMITED,INE425B01027,BCG,"7 ,783.69",BCG,"7 ,770.53",,,"7,777.11",Small Cap,BCG,810.0,Brightcom Group Limited,278473.218474
663,383,RITES Limited,INE320J01015,RITES,"7 ,709.12",RITES,"7 ,710.49",,,"7,709.80",Small Cap,RITES,334.0,RITES Limited,1595123.925906
664,384,Jindal Stainless Limited,INE220G01021,JSL,"7 ,684.00",JSL,"7 ,684.85",,,"7,684.42",Small Cap,JSL,139.0,Jindal Stainless Limited,5718341.496366
665,386,Triveni Turbine Limited,INE152M01016,TRITURBINE,"7 ,652.29",TRITURBINE,"7 ,651.23",,,"7,651.76",Small Cap,TRITURBINE,316.0,Triveni Turbine Limited,1706045.392071
666,387,Raymond Limited,INE301A01014,RAYMOND,"7 ,633.52",RAYMOND,"7 ,635.61",,,"7,634.57",Small Cap,RAYMOND,401.0,Raymond Limited,1203852.777673
667,388,Lloyds Metals and Energy Limited,INE281B01032,LLOYDSME,"7 ,622.15",,,LLOYDSME,7580.09,"7,601.12",Small Cap,LLOYDSME,223.0,Lloyds Metals And Energy Limited,3041626.2807
668,389,Anupam Rasayan India Limited,INE930P01018,ANURAS,"7 ,619.43",ANURAS,"7 ,557.86",,,"7,588.65",Small Cap,ANURAS,464.0,Anupam Rasayan India Limited,955631.331732
669,390,Metropolis Healthcare Limited,INE112L01020,METROPOLIS,"7 ,568.10",METROPOLIS,"7 ,568.03",,,"7,568.07",Small Cap,METROPOLIS,483.0,Metropolis Healthcare Limited,882946.1761960001
670,391,Graphite India Ltd.,INE371A01025,GRAPHITE,"7 ,552.35",GRAPHITE,"7 ,552.31",,,"7,552.33",Small Cap,GRAPHITE,404.0,Graphite India Limited,1179189.397587
671,392,Shyam Metalics and Energy Limited,INE810G01011,SHYAMMETL,"7 ,550.79",SHYAMMETL,"7 ,550.51",,,"7,550.65",Small Cap,SHYAMMETL,323.0,Shyam Metalics and Energy Limited,1650646.2127154998
672,393,Saregama India Ltd.,INE979A01025,SAREGAMA,"7 ,481.41",SAREGAMA,"7 ,482.37",,,"7,481.89",Small Cap,SAREGAMA,559.0,Saregama India Limited,669723.763515
673,394,BOROSIL RENEWABLES LIMITED,INE666D01022,BORORENEW,"7 ,475.85",BORORENEW,"7 ,476.42",,,"7,476.14",Small Cap,BORORENEW,572.0,BOROSIL RENEWABLES LIMITED,649751.8746125
674,395,Sonata Software Ltd.,INE269A01021,SONATSOFTW,"7 ,476.44",SONATSOFTW,"7 ,475.10",,,"7,475.77",Small Cap,SONATSOFTW,283.0,Sonata Software Limited,2025648.6583760001
675,396,RBL Bank Limited,INE976G01028,RBLBANK,"7 ,475.03",RBLBANK,"7 ,474.87",,,"7,474.95",Small Cap,RBLBANK,356.0,RBL Bank Limited,1454055.023655
676,397,Supreme Petrochem Ltd.,INE663A01025,SPLPETRO,"7 ,466.96",SPLPETRO,"7 ,467.11",,,"7,467.03",Small Cap,SPLPETRO,405.0,Supreme Petrochem Limited,1174224.160119
677,398,Birla Corporation Ltd.,INE340A01012,BIRLACORPN,"7 ,466.38",BIRLACORPN,"7 ,465.93",,,"7,466.15",Small Cap,BIRLACORPN,421.0,Birla Corporation Limited,1096325.125239
